timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2024-02-01T00:00:00.000Z,2024-02-01T23:59:59.999Z,2024-02-01T22:01:00.000Z,2024-02-01T04:37:00.000Z,2781,97.0248408912,97.9441881542,93.3791924476,97.846696899,2951395443.99,42658921528.67,2024-02-01T23:59:59.999Z
2024-01-31T00:00:00.000Z,2024-01-31T23:59:59.999Z,2024-01-31T18:01:00.000Z,2024-01-31T21:31:00.000Z,2781,101.4492535259,102.5480678169,96.103595289,97.028708523,3814467068.33,42279995731.26,2024-01-31T23:59:59.999Z
2024-01-30T00:00:00.000Z,2024-01-30T23:59:59.999Z,2024-01-30T11:59:00.000Z,2024-01-30T01:02:00.000Z,2781,101.5666670031,106.2134590384,101.1093919576,101.4729783132,3328090832.82,44190898509.94,2024-01-30T23:59:59.999Z
2024-01-29T00:00:00.000Z,2024-01-29T23:59:59.999Z,2024-01-29T23:46:00.000Z,2024-01-29T00:57:00.000Z,2781,95.9379822346,101.7719112238,95.1761345745,101.5666670031,2604890574.81,44219659597.08,2024-01-29T23:59:59.999Z
2024-01-28T00:00:00.000Z,2024-01-28T23:59:59.999Z,2024-01-28T10:53:00.000Z,2024-01-28T00:50:00.000Z,2781,94.1818970731,99.3773735518,93.5383304661,95.9379822346,2425625612.03,41577492468.44,2024-01-28T23:59:59.999Z
2024-01-27T00:00:00.000Z,2024-01-27T23:59:59.999Z,2024-01-27T23:17:00.000Z,2024-01-27T09:02:00.000Z,2781,92.3876285941,94.4376148116,90.8447609178,94.1632153,1256585306.52,40808775857.36,2024-01-27T23:59:59.999Z
2024-01-26T00:00:00.000Z,2024-01-26T23:59:59.999Z,2024-01-26T20:18:00.000Z,2024-01-26T01:14:00.000Z,2781,86.8894502269,93.5286723642,86.1483950448,92.4423700574,2027305107.36,40051732062.32,2024-01-26T23:59:59.999Z
2024-01-25T00:00:00.000Z,2024-01-25T23:59:59.999Z,2024-01-25T01:02:00.000Z,2024-01-25T17:20:00.000Z,2781,88.737797142,89.3768249753,85.2736780434,86.8892116072,1674093023.78,37645386638.01,2024-01-25T23:59:59.999Z
2024-01-24T00:00:00.000Z,2024-01-24T23:59:59.999Z,2024-01-24T23:52:00.000Z,2024-01-24T04:16:00.000Z,2781,84.2872649142,89.2677202058,83.4186829568,88.7320065218,2352477735.58,38434388688.28,2024-01-24T23:59:59.999Z
2024-01-23T00:00:00.000Z,2024-01-23T23:59:59.999Z,2024-01-23T04:32:00.000Z,2024-01-23T14:23:00.000Z,2781,83.6218398416,85.8401836646,79.0666941892,84.2745052054,2990436327.17,36503053042.26,2024-01-23T23:59:59.999Z
