name,open,high,low,close,volume,marketCap,timestamp
2781,0.8907596124,0.8916027828,0.5984869932,0.6069691753,9289670.38,0.0,2020-04-13T00:00:00.000Z
2781,0.6129475815,0.7069636403,0.5085489999,0.6355063436,8320760.36,0.0,2020-04-20T00:00:00.000Z
2781,0.635713807,0.8008164793,0.5610275238,0.6795345711,3328343.61,0.0,2020-04-27T00:00:00.000Z
2781,0.6796251716,0.7058124705,0.5130808729,0.5370339116,2327580.8,0.0,2020-05-04T00:00:00.000Z
2781,0.5362550065,0.6401958735,0.5051936368,0.6129888072,2936428.45,0.0,2020-05-11T00:00:00.000Z
2781,0.6126824126,0.6764319609,0.5433456184,0.5490530853,2786816.2,0.0,2020-05-18T00:00:00.000Z
2781,0.5485702014,0.6501379931,0.5380636579,0.5700220201,1892967.09,0.0,2020-05-25T00:00:00.000Z
2781,0.5734723598,0.6982792965,0.5522943664,0.6165778544,716785.47,10636269.83,2020-06-01T00:00:00.000Z
2781,0.61507796,0.6790013999,0.5699204007,0.587076585,873415.75,10127117.74,2020-06-08T00:00:00.000Z
2781,0.5883729519,0.8363984814,0.5472869934,0.6731492006,2238347.19,11611482.0,2020-06-15T00:00:00.000Z
2781,0.6725773761,0.8439765007,0.6458773883,0.7984952689,3412582.29,13773165.22,2020-06-22T00:00:00.000Z
2781,0.7984952689,1.0291762972,0.642635456,0.691663563,3799016.32,11929965.73,2020-06-29T00:00:00.000Z
2781,0.691663563,1.1309782125,0.6865804049,1.0167159585,4693370.51,17535715.82,2020-07-06T00:00:00.000Z
2781,1.0167159585,1.3968347053,0.8018844273,0.9203494876,2206671.02,15872927.87,2020-07-13T00:00:00.000Z
2781,0.9205151968,1.6246480121,0.8518778801,1.5651096946,10463129.6,26991607.06,2020-07-20T00:00:00.000Z
2781,1.5650978505,2.0956222621,1.4119729018,1.7428103498,7216576.39,30054693.61,2020-07-27T00:00:00.000Z
2781,1.7322900834,2.7068228056,1.668725882,2.6652275038,12107836.86,45959454.01,2020-08-03T00:00:00.000Z
