day,unique_addresses,total_transactions,total_value_transferred,average_gas_price,total_gas_used,successful_transactions
2023-12-03,1147122,3064781,714201912462040125113543,6616112931.071422,343466654972,2877418
2023-12-04,1266056,3771495,921001719974818732560011,7031273386.870104,414117935288,3488563
2023-12-05,1308469,4217775,1126066690482222322868814,6236827493.481707,413571712155,3940128
2023-12-06,1284900,4321485,834299372400981756903543,6912209324.721071,417896688366,4054065
2023-12-07,1213233,32682639,685820044118219905373958,3713586207.5282383,1010694327613,32460874
2023-12-08,1317063,12833057,844724479941488326682588,5005822803.433585,628477396368,12543223
2023-12-09,1260395,7840481,718076405080677389713088,4428494455.803489,499683525955,7604216
2023-12-10,1170984,4620009,676644919888654844173216,5529082939.764047,409872619639,4414302
2023-12-11,1308510,4253324,1542140065458313692311362,6866490899.009533,445037434307,3963325
2023-12-12,1317281,4054233,4593782091117963810486071,7735837854.366549,428275684933,3813187
2023-12-13,1239759,4784568,3679815153583428717541944,5976424871.016495,452886290625,4556963
2023-12-14,1327849,4767049,1132443450259561259706958,6138725932.865827,447980913818,4509053
2023-12-15,1548324,6586101,908273747325852192954992,5474188361.464528,553366419218,6273370
2023-12-16,1247171,4603667,919611670552325011486562,5993730896.953017,514887670839,4379956
2023-12-17,1218379,14218006,1173619907503143551950731,6053822716.046104,672424310995,13961722
2023-12-18,1294802,5517402,7991462372291049246556815,6930640205.313965,526862864911,5260224
2023-12-19,1412632,11411266,3119485090141431309932249,4341715908.276394,614918450373,11174088
2023-12-20,1365616,6840235,3508655937687895153537789,4875211052.934634,501540234208,6639041
2023-12-21,1405225,4638883,919744915999300957823573,7154099614.541154,483508960095,4406865
2023-12-22,1319686,4226254,936291080473715536587598,7585344076.347523,438703236747,3996240
2023-12-23,1217592,4219930,3335844618600000883473135,6155930965.07366,424556810175,3966026
2023-12-24,1215719,4504998,642458114734456259120947,5641714389.298495,462172242189,4207629
2023-12-25,1246493,4185529,806839552836146676102194,6422010107.8465185,425997356114,3947600
2023-12-26,1535571,6032427,8447477326061931572186503,6288188549.458762,555508381953,5678051
2023-12-27,1857253,6374771,4786228151811199015866889,5904079915.1776905,577669480272,6082925
2023-12-28,2144162,6648188,2524396872761092945032200,6100225417.005174,685691584294,6181607
2023-12-29,3121020,9241855,980743385604746685291748,3766783242.1359587,773252826414,8908562
2023-12-30,3826598,9653252,2832979876869945034771534,3766959030.916731,745624170250,9291342
2023-12-31,2641932,6694843,12459299021342163475500077,4988627044.145665,542901393963,6339771
2024-01-01,1885638,4665855,3252901086365471047448003,5189162463.717969,417323150215,4284520
2024-01-02,1980687,4981573,928299570965291949605299,5631403700.405128,467495872268,4698657
2024-01-03,1967139,5231612,2802205875842018254306549,6671432341.94806,534262210998,4862259
2024-01-04,2344851,5734880,4347737706667463461577750,5996316857.810145,516080656359,5463172
2024-01-05,1642090,4160479,2473234033830004019321440,5841739682.157577,422781481359,3938676
2024-01-06,1467937,3732454,886630715279930119154416,6603227281.266949,400257376872,3531296
2024-01-07,1508433,3631146,674344291939022042617987,8341490716.779481,390888685599,3439128
2024-01-08,1677786,4190017,2264992460510537469263479,7272297564.267432,428293307629,3968264
2024-01-09,1620689,4124772,4249375457268260472588359,6572126744.392979,430998617998,3892363
2024-01-10,1637707,4166077,922037906717860261075452,7754013185.841546,446579684644,3923296
2024-01-11,1621340,4323181,845853035647305252984480,6851605805.749339,478180987368,4071657
2024-01-12,1619245,4623233,817923376739877517136119,6700300429.308387,448683818579,4393299
2024-01-13,1508896,3701755,752694464455244109911308,5590427875.047621,381218288219,3541293
2024-01-14,1458074,3588882,811034326907610573626559,6354232177.662164,386656388942,3427229
2024-01-15,1596785,4066232,3150918572410012482649946,5613316920.393649,427907274124,3882955
2024-01-16,1593001,3873985,3084495895252267383300616,6049772807.56105,423302988511,3708559
2024-01-17,1507529,3693547,1510103497295235980308262,8614985126.683971,400592959841,3520631
2024-01-18,1576767,3813912,5809593859171733889766882,5553704344.5858135,417839964791,3629787
2024-01-19,1611443,3870354,1939768498125741597081983,6635215685.184851,420276555816,3683517
2024-01-20,1472166,3384641,2591608711840821556443636,5330678233.885233,360492271749,3254173
2024-01-21,1463772,3340085,579314839618889099250869,5143640513.263957,375819239009,3219351
2024-01-22,1633896,3934125,749571452140040618134331,6224394676.537525,436283364342,3748224
2024-01-23,1559108,4133430,951435901202169821364409,6663764317.704369,438599985835,3945042
2024-01-24,1667545,4091554,2887531158660370561872770,9141035300.574173,413273910930,3910759
2024-01-25,1798867,4215932,4185383715259853760282818,6529764326.2060585,427491699906,4046969
2024-01-26,1623760,3877529,916511294624673826148010,5511424464.967944,417129092198,3727741
2024-01-27,1549306,3481494,642894559087978527471198,5028602188.502804,370544708023,3365589
2024-01-28,1483492,3448385,587277014202929986959771,5145004108.512189,385018862979,3317150
2024-01-29,1496590,3522053,663644019230562013377499,5669454094.113225,402969926623,3374718
2024-01-30,1656659,3861866,674152590805741995738806,6696290018.194958,406430959114,3691919
2024-01-31,1536941,3637532,530020276706588152804094,5920580213.370637,407417620997,3468711
