timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2024-02-06T00:00:00.000Z,2024-02-06T23:59:59.999Z,2024-02-06T20:11:00.000Z,2024-02-06T12:55:00.000Z,2781,0.5062366679,0.5104428098,0.4989100088,0.5051533128,767495085.75,27498622161.64,2024-02-06T23:59:59.999Z
2024-02-05T00:00:00.000Z,2024-02-05T23:59:59.999Z,2024-02-05T17:41:00.000Z,2024-02-05T01:16:00.000Z,2781,0.503243586,0.5128900186,0.4982325984,0.506244291,831962506.38,27558010857.83,2024-02-05T23:59:59.999Z
2024-02-04T00:00:00.000Z,2024-02-04T23:59:59.999Z,2024-02-04T02:34:00.000Z,2024-02-04T22:43:00.000Z,2781,0.5188844812,0.5189714768,0.5021025997,0.5032881922,538479550.96,27397092102.13,2024-02-04T23:59:59.999Z
2024-02-03T00:00:00.000Z,2024-02-03T23:59:59.999Z,2024-02-03T11:41:00.000Z,2024-02-03T02:56:00.000Z,2781,0.5103981381,0.5257402652,0.5060307648,0.5189390287,861729960.28,28249064026.29,2024-02-03T23:59:59.999Z
2024-02-02T00:00:00.000Z,2024-02-02T23:59:59.999Z,2024-02-02T22:33:00.000Z,2024-02-02T14:28:00.000Z,2781,0.5058603642,0.5132735418,0.4991725109,0.5104124498,927836204.84,27784909545.71,2024-02-02T23:59:59.999Z
2024-02-01T00:00:00.000Z,2024-02-01T23:59:59.999Z,2024-02-01T19:53:00.000Z,2024-02-01T08:26:00.000Z,2781,0.5031762015,0.5100992853,0.4903467369,0.5058594941,1004296108.65,27537063982.46,2024-02-01T23:59:59.999Z
2024-01-31T00:00:00.000Z,2024-01-31T23:59:59.999Z,2024-01-31T06:23:00.000Z,2024-01-31T14:08:00.000Z,2781,0.5106808836,0.5137541213,0.4945420732,0.5031926965,1339066820.21,27360857439.91,2024-01-31T23:59:59.999Z
2024-01-30T00:00:00.000Z,2024-01-30T23:59:59.999Z,2024-01-30T02:43:00.000Z,2024-01-30T21:11:00.000Z,2781,0.5351325977,0.5387037388,0.5086384005,0.5106980849,1673319214.11,27768959277.84,2024-01-30T23:59:59.999Z
2024-01-29T00:00:00.000Z,2024-01-29T23:59:59.999Z,2024-01-29T22:32:00.000Z,2024-01-29T14:56:00.000Z,2781,0.5240883719,0.5395769881,0.5206354286,0.5350904558,901992025.71,29095282547.02,2024-01-29T23:59:59.999Z
2024-01-28T00:00:00.000Z,2024-01-28T23:59:59.999Z,2024-01-28T05:08:00.000Z,2024-01-28T23:14:00.000Z,2781,0.5302745225,0.53505401,0.5218296873,0.5240936058,523517402.98,28497334190.2,2024-01-28T23:59:59.999Z
2024-01-27T00:00:00.000Z,2024-01-27T23:59:59.999Z,2024-01-27T05:20:00.000Z,2024-01-27T09:02:00.000Z,2781,0.5321901704,0.534318649,0.5270802607,0.5302597279,471931643.73,28832614070.94,2024-01-27T23:59:59.999Z
2024-01-26T00:00:00.000Z,2024-01-26T23:59:59.999Z,2024-01-26T18:41:00.000Z,2024-01-26T01:11:00.000Z,2781,0.5135818597,0.5352250836,0.5089545505,0.5321885251,1021918091.96,28937491481.61,2024-01-26T23:59:59.999Z
2024-01-25T00:00:00.000Z,2024-01-25T23:59:59.999Z,2024-01-25T00:00:00.000Z,2024-01-25T17:20:00.000Z,2781,0.5179817394,0.5179817394,0.504369818,0.5136062047,825132968.47,27927086874.37,2024-01-25T23:59:59.999Z
2024-01-24T00:00:00.000Z,2024-01-24T23:59:59.999Z,2024-01-24T23:53:00.000Z,2024-01-24T06:27:00.000Z,2781,0.5177526266,0.5188667091,0.5111770002,0.517988144,880367820.24,28147391586.28,2024-01-24T23:59:59.999Z
2024-01-23T00:00:00.000Z,2024-01-23T23:59:59.999Z,2024-01-23T04:32:00.000Z,2024-01-23T14:25:00.000Z,2781,0.5267256869,0.5310247548,0.4975452058,0.5177371338,1414753278.28,28133751731.49,2024-01-23T23:59:59.999Z
2024-01-22T00:00:00.000Z,2024-01-22T23:59:59.999Z,2024-01-22T00:20:00.000Z,2024-01-22T19:47:00.000Z,2781,0.5462161528,0.5486381831,0.5219167216,0.5267157552,1151736624.66,28621648560.22,2024-01-22T23:59:59.999Z
2024-01-21T00:00:00.000Z,2024-01-21T23:59:59.999Z,2024-01-21T03:25:00.000Z,2024-01-21T23:59:00.000Z,2781,0.5531452717,0.5547696209,0.5461110369,0.5461110369,494271879.13,29675585018.2,2024-01-21T23:59:59.999Z
2024-01-20T00:00:00.000Z,2024-01-20T23:59:59.999Z,2024-01-20T23:41:00.000Z,2024-01-20T01:02:00.000Z,2781,0.5442441544,0.5543860473,0.5393382858,0.5531257175,725888846.97,30056761623.09,2024-01-20T23:59:59.999Z
2024-01-19T00:00:00.000Z,2024-01-19T23:59:59.999Z,2024-01-19T00:10:00.000Z,2024-01-19T16:47:00.000Z,2781,0.5518695334,0.5529951847,0.5239365634,0.544255727,1330077736.48,29574767781.18,2024-01-19T23:59:59.999Z
2024-01-18T00:00:00.000Z,2024-01-18T23:59:59.999Z,2024-01-18T08:07:00.000Z,2024-01-18T20:47:00.000Z,2781,0.5679809802,0.5683571477,0.5461290997,0.5519073837,1057710373.51,29990557672.13,2024-01-18T23:59:59.999Z
2024-01-17T00:00:00.000Z,2024-01-17T23:59:59.999Z,2024-01-17T02:21:00.000Z,2024-01-17T17:08:00.000Z,2781,0.5759030735,0.5760629517,0.563291859,0.567972878,901923640.11,30863554024.34,2024-01-17T23:59:59.999Z
2024-01-16T00:00:00.000Z,2024-01-16T23:59:59.999Z,2024-01-16T22:34:00.000Z,2024-01-16T14:45:00.000Z,2781,0.5758674637,0.5796408986,0.5676479905,0.5759470048,924543394.48,31254813317.81,2024-01-16T23:59:59.999Z
2024-01-15T00:00:00.000Z,2024-01-15T23:59:59.999Z,2024-01-15T03:16:00.000Z,2024-01-15T15:56:00.000Z,2781,0.5761553512,0.5884604947,0.5695816457,0.5759202847,993534380.0,31253363302.57,2024-01-15T23:59:59.999Z
2024-01-14T00:00:00.000Z,2024-01-14T23:59:59.999Z,2024-01-14T22:07:00.000Z,2024-01-14T04:57:00.000Z,2781,0.5750714987,0.5920916198,0.5723383109,0.5762326164,841667731.26,31270312553.37,2024-01-14T23:59:59.999Z
2024-01-13T00:00:00.000Z,2024-01-13T23:59:59.999Z,2024-01-13T22:08:00.000Z,2024-01-13T01:15:00.000Z,2781,0.5701712627,0.5774522111,0.5652269081,0.575078031,718059698.34,31207656875.35,2024-01-13T23:59:59.999Z
2024-01-12T00:00:00.000Z,2024-01-12T23:59:59.999Z,2024-01-12T00:11:00.000Z,2024-01-12T22:26:00.000Z,2781,0.602095665,0.6032059083,0.5614127047,0.5702987283,1716194371.98,30948299305.8,2024-01-12T23:59:59.999Z
2024-01-11T00:00:00.000Z,2024-01-11T23:59:59.999Z,2024-01-11T13:23:00.000Z,2024-01-11T06:15:00.000Z,2781,0.6001696749,0.6223402764,0.5878443568,0.6020947253,2112917471.93,32673767000.24,2024-01-11T23:59:59.999Z
2024-01-10T00:00:00.000Z,2024-01-10T23:59:59.999Z,2024-01-10T23:17:00.000Z,2024-01-10T12:58:00.000Z,2781,0.5666723894,0.612516701,0.552116955,0.5999890652,2223452643.03,32525669709.76,2024-01-10T23:59:59.999Z
2024-01-09T00:00:00.000Z,2024-01-09T23:59:59.999Z,2024-01-09T00:07:00.000Z,2024-01-09T16:35:00.000Z,2781,0.5779644197,0.5785096835,0.5571965415,0.5666331035,1740178857.15,30717428429.98,2024-01-09T23:59:59.999Z
2024-01-08T00:00:00.000Z,2024-01-08T23:59:59.999Z,2024-01-08T19:16:00.000Z,2024-01-08T03:30:00.000Z,2781,0.5517160942,0.5815949333,0.5506751899,0.5779228644,2011066818.9,31329451310.68,2024-01-08T23:59:59.999Z
2024-01-07T00:00:00.000Z,2024-01-07T23:59:59.999Z,2024-01-07T08:34:00.000Z,2024-01-07T23:31:00.000Z,2781,0.5685210598,0.5727758825,0.5484771673,0.5517405422,901525411.93,29910096169.14,2024-01-07T23:59:59.999Z
2024-01-06T00:00:00.000Z,2024-01-06T23:59:59.999Z,2024-01-06T00:00:00.000Z,2024-01-06T06:58:00.000Z,2781,0.5765121748,0.5765121748,0.5593862509,0.5685119048,820534691.26,30819279073.88,2024-01-06T23:59:59.999Z
2024-01-05T00:00:00.000Z,2024-01-05T23:59:59.999Z,2024-01-05T00:28:00.000Z,2024-01-05T17:10:00.000Z,2781,0.588197499,0.5894128748,0.5584441754,0.5764860787,1509144161.8,31251562527.66,2024-01-05T23:59:59.999Z
2024-01-04T00:00:00.000Z,2024-01-04T23:59:59.999Z,2024-01-04T22:25:00.000Z,2024-01-04T10:25:00.000Z,2781,0.5825768236,0.5939414497,0.5729554997,0.5882256413,1452005657.02,31837800582.18,2024-01-04T23:59:59.999Z
2024-01-03T00:00:00.000Z,2024-01-03T23:59:59.999Z,2024-01-03T05:31:00.000Z,2024-01-03T12:16:00.000Z,2781,0.6253807324,0.6377695481,0.538765645,0.5825800034,3406740411.77,31532229589.65,2024-01-03T23:59:59.999Z
2024-01-02T00:00:00.000Z,2024-01-02T23:59:59.999Z,2024-01-02T10:01:00.000Z,2024-01-02T17:43:00.000Z,2781,0.6300937371,0.6386270732,0.623182365,0.6253625335,1326197378.05,33847840411.96,2024-01-02T23:59:59.999Z
2024-01-01T00:00:00.000Z,2024-01-01T23:59:59.999Z,2024-01-01T23:40:00.000Z,2024-01-01T06:03:00.000Z,2781,0.6156559565,0.631275408,0.6096360635,0.6300818961,729315153.08,34103276615.25,2024-01-01T23:59:59.999Z
2023-12-31T00:00:00.000Z,2023-12-31T23:59:59.999Z,2023-12-31T09:49:00.000Z,2023-12-31T22:55:00.000Z,2781,0.6217920033,0.627576275,0.6112084789,0.6149412216,710033547.48,33283785350.86,2023-12-31T23:59:59.999Z
2023-12-30T00:00:00.000Z,2023-12-30T23:59:59.999Z,2023-12-30T16:20:00.000Z,2023-12-30T09:46:00.000Z,2781,0.6234106815,0.6294786913,0.6171945395,0.6218438287,718565032.68,33657389992.59,2023-12-30T23:59:59.999Z
2023-12-29T00:00:00.000Z,2023-12-29T23:59:59.999Z,2023-12-29T14:58:00.000Z,2023-12-29T22:22:00.000Z,2781,0.6350112035,0.636594825,0.6151904748,0.6234022919,1324305214.89,33741742043.2,2023-12-29T23:59:59.999Z
2023-12-28T00:00:00.000Z,2023-12-28T23:59:59.999Z,2023-12-28T04:52:00.000Z,2023-12-28T20:34:00.000Z,2781,0.6349483942,0.6557692119,0.6275574181,0.634998268,1864381370.67,34369375979.81,2023-12-28T23:59:59.999Z
2023-12-27T00:00:00.000Z,2023-12-27T23:59:59.999Z,2023-12-27T21:03:00.000Z,2023-12-27T03:34:00.000Z,2781,0.6223970073,0.6415382741,0.6142189622,0.6348556162,1432931897.49,34361654928.63,2023-12-27T23:59:59.999Z
2023-12-26T00:00:00.000Z,2023-12-26T23:59:59.999Z,2023-12-26T00:01:00.000Z,2023-12-26T17:44:00.000Z,2781,0.646349285,0.6464815217,0.6083865381,0.622368791,1622454756.59,33648380746.53,2023-12-26T23:59:59.999Z
2023-12-25T00:00:00.000Z,2023-12-25T23:59:59.999Z,2023-12-25T23:55:00.000Z,2023-12-25T00:46:00.000Z,2781,0.6135034305,0.646984572,0.6102583147,0.6463370604,1781837085.01,34944225691.9,2023-12-25T23:59:59.999Z
2023-12-24T00:00:00.000Z,2023-12-24T23:59:59.999Z,2023-12-24T20:22:00.000Z,2023-12-24T22:54:00.000Z,2781,0.6202125163,0.6284131232,0.6085604616,0.6135175377,1178583397.94,33169837560.97,2023-12-24T23:59:59.999Z
2023-12-23T00:00:00.000Z,2023-12-23T23:59:59.999Z,2023-12-23T00:00:00.000Z,2023-12-23T04:14:00.000Z,2781,0.6253728977,0.6253728977,0.6130000288,0.6202052526,774484008.73,33531408996.99,2023-12-23T23:59:59.999Z
2023-12-22T00:00:00.000Z,2023-12-22T23:59:59.999Z,2023-12-22T08:37:00.000Z,2023-12-22T14:31:00.000Z,2781,0.6239092144,0.6276732299,0.61683586,0.6254020748,1374123623.89,33812375289.58,2023-12-22T23:59:59.999Z
2023-12-21T00:00:00.000Z,2023-12-21T23:59:59.999Z,2023-12-21T21:49:00.000Z,2023-12-21T01:46:00.000Z,2781,0.6173329775,0.6245021677,0.611621368,0.6239103004,1149787444.52,33694648321.07,2023-12-21T23:59:59.999Z
2023-12-20T00:00:00.000Z,2023-12-20T23:59:59.999Z,2023-12-20T19:04:00.000Z,2023-12-20T02:11:00.000Z,2781,0.6054080188,0.6253571177,0.6023854109,0.617318971,1344408212.7,33338679639.92,2023-12-20T23:59:59.999Z
2023-12-19T00:00:00.000Z,2023-12-19T23:59:59.999Z,2023-12-19T01:59:00.000Z,2023-12-19T18:01:00.000Z,2781,0.6125078453,0.6158322239,0.5981584837,0.6054559306,1137147807.02,32698009058.98,2023-12-19T23:59:59.999Z
2023-12-18T00:00:00.000Z,2023-12-18T23:59:59.999Z,2023-12-18T23:11:00.000Z,2023-12-18T10:37:00.000Z,2781,0.6103619572,0.6136657876,0.5833828318,0.6125301842,1674969771.39,33080058350.4,2023-12-18T23:59:59.999Z
2023-12-17T00:00:00.000Z,2023-12-17T23:59:59.999Z,2023-12-17T01:22:00.000Z,2023-12-17T23:39:00.000Z,2781,0.6198266124,0.6218917396,0.609635019,0.610418298,832504145.33,32966004671.84,2023-12-17T23:59:59.999Z
2023-12-16T00:00:00.000Z,2023-12-16T23:59:59.999Z,2023-12-16T16:46:00.000Z,2023-12-16T00:40:00.000Z,2781,0.6155168054,0.6252111804,0.6120105977,0.6198350219,770529287.87,33474560471.58,2023-12-16T23:59:59.999Z
2023-12-15T00:00:00.000Z,2023-12-15T23:59:59.999Z,2023-12-15T01:46:00.000Z,2023-12-15T23:45:00.000Z,2781,0.6324362499,0.6419493847,0.6150819364,0.6154924814,1392239589.69,33240038978.39,2023-12-15T23:59:59.999Z
2023-12-14T00:00:00.000Z,2023-12-14T23:59:59.999Z,2023-12-14T22:18:00.000Z,2023-12-14T13:36:00.000Z,2781,0.6284133961,0.6375058572,0.6174508096,0.6324324805,1428433766.92,34154893743.4,2023-12-14T23:59:59.999Z
2023-12-13T00:00:00.000Z,2023-12-13T23:59:59.999Z,2023-12-13T22:17:00.000Z,2023-12-13T07:02:00.000Z,2781,0.6195083506,0.633425614,0.5987934639,0.6284858163,1557123843.01,33911498908.27,2023-12-13T23:59:59.999Z
2023-12-12T00:00:00.000Z,2023-12-12T23:59:59.999Z,2023-12-12T07:58:00.000Z,2023-12-12T17:37:00.000Z,2781,0.6199620397,0.62572134,0.6082538705,0.6195494447,1458882180.1,33429314858.18,2023-12-12T23:59:59.999Z
2023-12-11T00:00:00.000Z,2023-12-11T23:59:59.999Z,2023-12-11T00:10:00.000Z,2023-12-11T18:32:00.000Z,2781,0.6616333683,0.6627505242,0.605096744,0.6202108273,2252797874.76,33465001380.94,2023-12-11T23:59:59.999Z
2023-12-10T00:00:00.000Z,2023-12-10T23:59:59.999Z,2023-12-10T06:02:00.000Z,2023-12-10T10:01:00.000Z,2781,0.6588575258,0.6703148077,0.649805515,0.6615782659,1170952363.37,35697083328.73,2023-12-10T23:59:59.999Z
2023-12-09T00:00:00.000Z,2023-12-09T23:59:59.999Z,2023-12-09T05:28:00.000Z,2023-12-09T23:37:00.000Z,2781,0.6731313853,0.6988375545,0.6578439767,0.6588136419,2229504513.88,35547911236.26,2023-12-09T23:59:59.999Z
2023-12-08T00:00:00.000Z,2023-12-08T23:59:59.999Z,2023-12-08T23:49:00.000Z,2023-12-08T07:32:00.000Z,2781,0.6436680059,0.6742073356,0.6400398552,0.6731383211,1892803940.12,36320834554.11,2023-12-08T23:59:59.999Z
2023-12-07T00:00:00.000Z,2023-12-07T23:59:59.999Z,2023-12-07T06:07:00.000Z,2023-12-07T09:29:00.000Z,2781,0.640486743,0.6530577021,0.6261300964,0.643632388,1839789008.29,34600042848.46,2023-12-07T23:59:59.999Z
2023-12-06T00:00:00.000Z,2023-12-06T23:59:59.999Z,2023-12-06T23:47:00.000Z,2023-12-06T06:10:00.000Z,2781,0.6219616493,0.6421637334,0.6156838703,0.6403329652,2038373923.26,34506628834.62,2023-12-06T23:59:59.999Z
2023-12-05T00:00:00.000Z,2023-12-05T23:59:59.999Z,2023-12-05T01:03:00.000Z,2023-12-05T14:03:00.000Z,2781,0.6243959984,0.6283725741,0.609369875,0.6219970089,1452525777.32,33518530340.2,2023-12-05T23:59:59.999Z
2023-12-04T00:00:00.000Z,2023-12-04T23:59:59.999Z,2023-12-04T09:10:00.000Z,2023-12-04T11:22:00.000Z,2781,0.6236756604,0.6410878453,0.6079997081,0.6243737201,1947607221.54,33646607910.2,2023-12-04T23:59:59.999Z
2023-12-03T00:00:00.000Z,2023-12-03T23:59:59.999Z,2023-12-03T10:46:00.000Z,2023-12-03T03:47:00.000Z,2781,0.6209975518,0.6329128213,0.6181000136,0.623722832,993447972.36,33611532482.1,2023-12-03T23:59:59.999Z
2023-12-02T00:00:00.000Z,2023-12-02T23:59:59.999Z,2023-12-02T22:02:00.000Z,2023-12-02T00:33:00.000Z,2781,0.6129139791,0.6224589673,0.6117456585,0.6209762409,667809511.32,33463522611.51,2023-12-02T23:59:59.999Z
2023-12-01T00:00:00.000Z,2023-12-01T23:59:59.999Z,2023-12-01T10:02:00.000Z,2023-12-01T00:51:00.000Z,2781,0.6063500506,0.6139931317,0.6043861781,0.6129147008,919121547.51,33029097728.22,2023-12-01T23:59:59.999Z
2023-11-30T00:00:00.000Z,2023-11-30T23:59:59.999Z,2023-11-30T04:18:00.000Z,2023-11-30T08:43:00.000Z,2781,0.6093550593,0.6096322191,0.5998160004,0.6063579057,980182656.59,32675761409.5,2023-11-30T23:59:59.999Z
2023-11-29T00:00:00.000Z,2023-11-29T23:59:59.999Z,2023-11-29T09:09:00.000Z,2023-11-29T16:41:00.000Z,2781,0.6114100354,0.6165101407,0.6051130527,0.6093584579,1007163956.88,32837485435.25,2023-11-29T23:59:59.999Z
2023-11-28T00:00:00.000Z,2023-11-28T23:59:59.999Z,2023-11-28T17:37:00.000Z,2023-11-28T06:29:00.000Z,2781,0.6041396766,0.6139658908,0.5975338435,0.6114223322,1079777511.24,32904900712.84,2023-11-28T23:59:59.999Z
2023-11-27T00:00:00.000Z,2023-11-27T23:59:59.999Z,2023-11-27T00:43:00.000Z,2023-11-27T20:31:00.000Z,2781,0.6167465406,0.6169561733,0.5967376941,0.6041533347,1209304147.1,32513705254.73,2023-11-27T23:59:59.999Z
2023-11-26T00:00:00.000Z,2023-11-26T23:59:59.999Z,2023-11-26T12:25:00.000Z,2023-11-26T16:33:00.000Z,2781,0.6234519658,0.6355941149,0.6124239316,0.6168192523,1126158901.67,33195346628.22,2023-11-26T23:59:59.999Z
2023-11-25T00:00:00.000Z,2023-11-25T23:59:59.999Z,2023-11-25T23:58:00.000Z,2023-11-25T11:46:00.000Z,2781,0.6218583272,0.6234751822,0.6169265016,0.6234437258,604505841.11,33551855758.39,2023-11-25T23:59:59.999Z
2023-11-24T00:00:00.000Z,2023-11-24T23:59:59.999Z,2023-11-24T10:37:00.000Z,2023-11-24T14:32:00.000Z,2781,0.620250143,0.6252782052,0.6175255975,0.6218811038,1220784875.06,33467760170.48,2023-11-24T23:59:59.999Z
2023-11-23T00:00:00.000Z,2023-11-23T23:59:59.999Z,2023-11-23T19:52:00.000Z,2023-11-23T07:01:00.000Z,2781,0.61186028,0.6227567285,0.6073256493,0.6202420074,1233580691.33,33318350244.71,2023-11-23T23:59:59.999Z
2023-11-22T00:00:00.000Z,2023-11-22T23:59:59.999Z,2023-11-22T21:35:00.000Z,2023-11-22T00:01:00.000Z,2781,0.5804434868,0.6151121293,0.5794369532,0.6118992337,1332443782.34,32870190565.55,2023-11-22T23:59:59.999Z
2023-11-21T00:00:00.000Z,2023-11-21T23:59:59.999Z,2023-11-21T01:52:00.000Z,2023-11-21T23:04:00.000Z,2781,0.6128335973,0.6178195456,0.5792889025,0.5804618828,1664786742.72,31181429316.37,2023-11-21T23:59:59.999Z
2023-11-20T00:00:00.000Z,2023-11-20T23:59:59.999Z,2023-11-20T10:11:00.000Z,2023-11-20T21:22:00.000Z,2781,0.6274195235,0.6278881514,0.6122313346,0.6128415167,1151372005.91,32920808416.72,2023-11-20T23:59:59.999Z
2023-11-19T00:00:00.000Z,2023-11-19T23:59:59.999Z,2023-11-19T23:45:00.000Z,2023-11-19T01:35:00.000Z,2781,0.6111868906,0.6287204524,0.6030431312,0.6274988461,960738458.55,33708175329.97,2023-11-19T23:59:59.999Z
2023-11-18T00:00:00.000Z,2023-11-18T23:59:59.999Z,2023-11-18T19:28:00.000Z,2023-11-18T07:08:00.000Z,2781,0.6137380705,0.6144881668,0.5933168653,0.6111893243,836754903.96,32832055436.83,2023-11-18T23:59:59.999Z
2023-11-17T00:00:00.000Z,2023-11-17T23:59:59.999Z,2023-11-17T06:37:00.000Z,2023-11-17T16:07:00.000Z,2781,0.612198855,0.6238396077,0.5899867641,0.6137173759,1462505198.92,32967858088.27,2023-11-17T23:59:59.999Z
2023-11-16T00:00:00.000Z,2023-11-16T23:59:59.999Z,2023-11-16T08:06:00.000Z,2023-11-16T19:25:00.000Z,2781,0.6496094831,0.6520593843,0.6074174654,0.6121676238,1756409884.05,32884608031.23,2023-11-16T23:59:59.999Z
