timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2024-02-01T00:00:00.000Z,2024-02-01T23:59:59.999Z,2024-02-01T19:52:00.000Z,2024-02-01T01:38:00.000Z,2781,42569.7613984399,43243.1681801413,41879.1899911815,43075.7745999369,21423953779.18,844943939979.73,2024-02-01T23:59:59.999Z
2024-01-31T00:00:00.000Z,2024-01-31T23:59:59.999Z,2024-01-31T18:00:00.000Z,2024-01-31T21:30:00.000Z,2781,42946.251373978,43717.4046564783,42298.9471563758,42582.6063895367,24673628793.16,835231465697.41,2024-01-31T23:59:59.999Z
2024-01-30T00:00:00.000Z,2024-01-30T23:59:59.999Z,2024-01-30T12:24:00.000Z,2024-01-30T23:47:00.000Z,2781,43300.2280935041,43838.9468441061,42711.371764431,42952.6082102489,23842814517.72,842451754278.67,2024-01-30T23:59:59.999Z
2024-01-29T00:00:00.000Z,2024-01-29T23:59:59.999Z,2024-01-29T23:49:00.000Z,2024-01-29T14:52:00.000Z,2781,42030.9153796232,43305.868859591,41818.3310863757,43288.2453360835,20668476578.33,848995300207.95,2024-01-29T23:59:59.999Z
2024-01-28T00:00:00.000Z,2024-01-28T23:59:59.999Z,2024-01-28T05:20:00.000Z,2024-01-28T20:16:00.000Z,2781,42126.1259571253,42797.1773592875,41696.9083425677,42035.5943721701,16858971687.07,824387868796.11,2024-01-28T23:59:59.999Z
2024-01-27T00:00:00.000Z,2024-01-27T23:59:59.999Z,2024-01-27T22:30:00.000Z,2024-01-27T09:01:00.000Z,2781,41815.625020172,42195.6315569807,41431.2798936061,42120.0563516849,11422941934.26,826001135532.44,2024-01-27T23:59:59.999Z
2024-01-26T00:00:00.000Z,2024-01-26T23:59:59.999Z,2024-01-26T20:14:00.000Z,2024-01-26T01:11:00.000Z,2781,39936.8168833334,42209.3851748614,39825.6922313522,41816.8728440034,25598119893.13,820011355201.19,2024-01-26T23:59:59.999Z
2024-01-25T00:00:00.000Z,2024-01-25T23:59:59.999Z,2024-01-25T11:30:00.000Z,2024-01-25T17:18:00.000Z,2781,40075.5490213235,40254.4823232698,39545.6644584551,39933.80775217,18491782013.19,783046781497.74,2024-01-25T23:59:59.999Z
2024-01-24T00:00:00.000Z,2024-01-24T23:59:59.999Z,2024-01-24T10:50:00.000Z,2024-01-24T20:57:00.000Z,2781,39877.5955582972,40483.7838777778,39508.7984636234,40077.073269779,22359526178.02,785809931670.85,2024-01-24T23:59:59.999Z
2024-01-23T00:00:00.000Z,2024-01-23T23:59:59.999Z,2024-01-23T04:27:00.000Z,2024-01-23T14:24:00.000Z,2781,39518.7154526761,40127.3534273434,38521.8938882205,39845.5511467999,29244553045.3,781234029910.6,2024-01-23T23:59:59.999Z
