day,unique_addresses,total_transactions,total_value_transferred,average_gas_price,total_gas_used,successful_transactions
14/12/23 0:00,585133,1157276,1.15613E+24,50490208853,1.07686E+11,1140933
15/12/23 0:00,577778,1162222,1.4809E+24,62408897335,1.07844E+11,1140711
16/12/23 0:00,526946,1056961,8.75595E+23,56142820542,1.07658E+11,1040000
17/12/23 0:00,545968,1081782,1.14608E+24,43035438461,1.07645E+11,1065615
18/12/23 0:00,578704,1137970,1.95437E+24,65135843878,1.078E+11,1119757
19/12/23 0:00,630205,1153138,2.11181E+24,59461865666,1.07521E+11,1136891
20/12/23 0:00,696402,1246531,2.15007E+24,59904298984,1.0758E+11,1230191
21/12/23 0:00,684095,1242003,1.76473E+24,44677681379,1.07751E+11,1226716
22/12/23 0:00,665526,1205712,2.20314E+24,37780442260,1.07605E+11,1191348
23/12/23 0:00,597020,1121929,9.79518E+23,25841520736,1.0763E+11,1107116
24/12/23 0:00,594681,1140411,8.88633E+23,25761943570,1.07428E+11,1115191
25/12/23 0:00,573530,1102694,8.60451E+23,26045896236,1.07288E+11,1075708
26/12/23 0:00,601029,1116447,1.65892E+24,22207584805,1.07826E+11,1099775
27/12/23 0:00,605298,1137685,1.6807E+24,31475090098,1.0732E+11,1105755
28/12/23 0:00,652652,1185508,1.83863E+24,34067777487,1.07587E+11,1164162
29/12/23 0:00,580505,1110469,1.75228E+24,28027641089,1.07328E+11,1089143
30/12/23 0:00,587867,1090893,1.02115E+24,22897728249,1.07328E+11,1072855
31/12/23 0:00,567676,1061956,8.83407E+23,17377901165,1.07822E+11,1045353
1/1/24 0:00,611937,1101465,9.45183E+23,14906085174,1.07408E+11,1080941
2/1/24 0:00,610388,1128657,1.48608E+24,22284590590,1.07479E+11,1109007
3/1/24 0:00,568434,1092220,1.67684E+24,39988832546,1.07766E+11,1073083
4/1/24 0:00,575651,1116573,1.42681E+24,26099893223,1.07488E+11,1092508
5/1/24 0:00,567870,1069252,1.516E+24,22821996688,1.07245E+11,1052058
6/1/24 0:00,541369,994947,7.5156E+23,20329524156,1.06831E+11,979375
7/1/24 0:00,641238,1049831,6.77573E+23,32535045832,1.07394E+11,1034851
8/1/24 0:00,589016,1073535,1.60352E+24,27437921443,1.07128E+11,1058452
9/1/24 0:00,586750,1078832,1.62093E+24,24802785501,1.07736E+11,1062832
10/1/24 0:00,750186,1247106,2.28624E+24,41561765444,1.0804E+11,1228758
11/1/24 0:00,703255,1209246,2.30732E+24,35400353754,1.07494E+11,1195171
12/1/24 0:00,676027,1209875,1.99814E+24,27776006348,1.08005E+11,1193934
13/1/24 0:00,559400,1212202,9.46885E+23,19986845329,1.08006E+11,1197988
14/1/24 0:00,456501,1961144,7.9952E+23,38786781856,1.08134E+11,1948444
15/1/24 0:00,571552,1154132,1.26127E+24,26164485426,1.08164E+11,1140102
16/1/24 0:00,561053,1269778,1.22938E+24,36888126668,1.08181E+11,1251168
17/1/24 0:00,556360,1181029,1.21719E+24,40102180616,1.07969E+11,1159195
18/1/24 0:00,596843,1204406,1.55383E+24,37668315197,1.07969E+11,1182352
19/1/24 0:00,624542,1173934,1.38437E+24,33271450114,1.08078E+11,1152436
20/1/24 0:00,576385,1062400,6.71314E+23,19308792981,1.0826E+11,1046603
21/1/24 0:00,590522,1119258,7.46799E+23,16362395893,1.06896E+11,1103288
22/1/24 0:00,562475,1076456,1.7074E+24,21817992413,1.07066E+11,1059292
23/1/24 0:00,580962,1083406,2.69632E+24,18590570686,1.0756E+11,1066607
24/1/24 0:00,579498,1080129,1.27778E+24,15447411952,1.07891E+11,1063317
25/1/24 0:00,663376,1173661,3.33909E+24,28883670050,1.07897E+11,1153959
26/1/24 0:00,675552,1172353,1.61586E+24,22573714573,1.07807E+11,1156392
27/1/24 0:00,699601,1147736,7.72444E+23,15310918127,1.07625E+11,1132531
28/1/24 0:00,657570,1128110,7.20523E+23,14594281982,1.07888E+11,1114051
29/1/24 0:00,636543,1115710,1.46359E+24,16805633146,1.07991E+11,1100340
30/1/24 0:00,652950,1190513,1.64204E+24,31884774469,1.07941E+11,1165545
31/1/24 0:00,617596,1137621,2.17324E+24,29203802451,1.07737E+11,1116164
